ID,Treatment,Gradient,Pop,Population,Genotype,EarlyGrowth,Specific_Leaf_Area (SLA),Stomata,Flowering,Growth,Runnering,Elevation,Nheight,Slope,North_to_South
LC08_13,Wet,Sourroque,LC,Lacourt,LC08,3.743,57.484,36,2.342,7.57,5.02,489,0.211,6.063,146.31
AT07_14,Wet,Sourroque,AT,Ates,AT07,3.993,52.902,18,0.739,1.52,23.026,750,0.422,13.803,6.34
TC09_13,Wet,Montoulieu,TC,Tournac,TC09,3.664,62.21,23,5.039,2.85,17.544,1021,0.535,25.54,80.538
ML12_02,Dry,Montoulieu,ML,Montoulieu,ML12,3.429,51.691,23,1.613,1.902,16.824,466,0.126,21.386,82.073
LC09_14,Wet,Sourroque,LC,Lacourt,LC09,4.089,62.305,18,3.211,2.2,16.818,489,0.211,6.063,146.31
PN07_05,Dry,Axat,PN,Paounias,PN07,1.966,42.575,20,0,0.938,15.991,909,0.186,16.179,113.962
LC07_04,Dry,Sourroque,LC,Lacourt,LC07,3.299,45.17,16,3.043,1.287,15.54,489,0.211,6.063,146.31
AT02_09,Normal,Sourroque,AT,Ates,AT02,3.973,66.848,25,1.808,1.79,15.084,750,0.422,13.803,6.34
SX08_01,Dry,Montoulieu,SX,Seignaux,SX08,3.242,53.37,21,2.005,1.194,15.075,840,0.729,23.294,134.076
PN05_04,Dry,Axat,PN,Paounias,PN05,2.894,49.089,18,4.214,1.14,14.035,909,0.186,16.179,113.962
ML12_05,Dry,Montoulieu,ML,Montoulieu,ML12,3.216,49.619,22,1.357,1.303,13.814,466,0.126,21.386,82.073
PN12_04,Dry,Axat,PN,Paounias,PN12,3.607,63.08,23,2.819,1.485,13.468,909,0.186,16.179,113.962
PN03_02,Dry,Axat,PN,Paounias,PN03,2.568,44.47,21,1.582,0.968,13.43,909,0.186,16.179,113.962
SQ06_03,Dry,Sourroque,SQ,Sourroque,SQ06,2.651,60.829,22,2.205,0.689,13.062,927,0.236,23.743,33.158
LC12_01,Dry,Sourroque,LC,Lacourt,LC12,3.547,43.022,20,3.544,1.384,13.006,489,0.211,6.063,146.31
PN08_01,Dry,Axat,PN,Paounias,PN08,2.619,42.909,25,2.631,1.311,12.967,909,0.186,16.179,113.962
LC13_05,Dry,Sourroque,LC,Lacourt,LC13,2.291,51.299,19,2.16,1.004,12.948,489,0.211,6.063,146.31
TC02_01,Dry,Montoulieu,TC,Tournac,TC02,2.755,39.79,23,1.777,1.008,12.897,1021,0.535,25.54,80.538
LC13_01,Dry,Sourroque,LC,Lacourt,LC13,1.885,49.171,22,1.178,0.944,12.712,489,0.211,6.063,146.31
SQ03_04,Dry,Sourroque,SQ,Sourroque,SQ03,2.378,56.012,16,2.647,0.945,12.698,927,0.236,23.743,33.158
AT07_05,Dry,Sourroque,AT,Ates,AT07,3.2747,54.017,20,0.745,0.963,12.461,750,0.422,13.803,6.34
BV14_03,Dry,Montoulieu,BV,Belveze,BV14,3.118,54.015,18,2.093,1.448,12.431,1261,0.825,13.681,138.27
TC15_01,Dry,Montoulieu,TC,Tournac,TC15,3.102,49.869,20,2.162,1.371,12.4,1021,0.535,25.54,80.538
BV07_02,Dry,Montoulieu,BV,Belveze,BV07,2.378,43.827,24,1.367,1.055,12.322,1261,0.825,13.681,138.27
ML07_14,Wet,Montoulieu,ML,Montoulieu,ML07,3.75,61.898,19,1.834,1.95,12.308,466,0.126,21.386,82.073
PN12_05,Dry,Axat,PN,Paounias,PN12,3.826,42.628,21,2.215,1.707,12.302,909,0.186,16.179,113.962
SX06_02,Dry,Montoulieu,SX,Seignaux,SX06,3.208,55.816,25,2.568,1.141,12.27,840,0.729,23.294,134.076
TC04_02,Dry,Montoulieu,TC,Tournac,TC04,2.749,55.806,16,2.492,1.245,12.048,1021,0.535,25.54,80.538
SX13_04,Dry,Montoulieu,SX,Seignaux,SX13,3.582,59.653,23,2.732,1.251,11.99,840,0.729,23.294,134.076
SX08_04,Dry,Montoulieu,SX,Seignaux,SX08,2.052,49.05,21,1.452,1.001,11.988,840,0.729,23.294,134.076
BV06_02,Dry,Montoulieu,BV,Belveze,BV06,1.669,53.8,15,1.665,1.002,11.976,1261,0.825,13.681,138.27
PN05_03,Dry,Axat,PN,Paounias,PN05,3.089,49.942,20,3.076,1.336,11.976,909,0.186,16.179,113.962
SQ06_05,Dry,Sourroque,SQ,Sourroque,SQ06,1.992,46.451,22,2.251,0.672,11.905,927,0.236,23.743,33.158
BV13_01,Dry,Montoulieu,BV,Belveze,BV13,2.827,48.531,27,1.506,1.35,11.852,1261,0.825,13.681,138.27
SQ07_01,Dry,Sourroque,SQ,Sourroque,SQ07,2.8995,47.615,28,1.273,0.848,11.792,927,0.236,23.743,33.158
SQ03_02,Dry,Sourroque,SQ,Sourroque,SQ03,2.752,53.601,22,1.71,1.446,11.757,927,0.236,23.743,33.158
TC04_01,Dry,Montoulieu,TC,Tournac,TC04,3.446,58.945,27,2.763,1.705,11.73,1021,0.535,25.54,80.538
ML15_03,Dry,Montoulieu,ML,Montoulieu,ML15,2.5621,53.154,23,0.915,0.598,11.706,466,0.126,21.386,82.073
LC07_02,Dry,Sourroque,LC,Lacourt,LC07,4.001,46.607,21,3.057,1.563,11.516,489,0.211,6.063,146.31
TP10_04,Dry,Sourroque,TP,Toupi,TP10,2.869,44.725,18,2.277,0.956,11.506,1184,0.985,8.623,119.055
PN03_05,Dry,Axat,PN,Paounias,PN03,2.311,47.829,17,1.45,1.393,11.486,909,0.186,16.179,113.962
PN09_01,Dry,Axat,PN,Paounias,PN09,2.784,47.71,20,2.774,1.046,11.472,909,0.186,16.179,113.962
LC07_05,Dry,Sourroque,LC,Lacourt,LC07,3.351,50.729,25,2.763,1.58,11.392,489,0.211,6.063,146.31
TC07_05,Dry,Montoulieu,TC,Tournac,TC07,3.277,52.921,20,1.013,1.416,11.299,1021,0.535,25.54,80.538
LC01_04,Dry,Sourroque,LC,Lacourt,LC01,2.589,48.883,18,2.961,1.508,11.273,489,0.211,6.063,146.31
PN01_02,Dry,Axat,PN,Paounias,PN01,2.601,42.774,20,1.091,1.242,11.272,909,0.186,16.179,113.962
TC13_03,Dry,Montoulieu,TC,Tournac,TC13,3.585,53.718,19,2.294,1.065,11.268,1021,0.535,25.54,80.538
BV08_03,Dry,Montoulieu,BV,Belveze,BV08,2.843,51.744,28,1.719,0.985,11.168,1261,0.825,13.681,138.27
LC12_04,Dry,Sourroque,LC,Lacourt,LC12,3.096,45.951,21,2.516,1.703,11.157,489,0.211,6.063,146.31
BV09_02,Dry,Montoulieu,BV,Belveze,BV09,3.233,34.491,28,1.765,1.255,11.155,1261,0.825,13.681,138.27
BV04_05,Dry,Montoulieu,BV,Belveze,BV04,3.407,51.418,25,1.954,1.346,11.144,1261,0.825,13.681,138.27
PN12_03,Dry,Axat,PN,Paounias,PN12,4.085,45.283,18,0.794,2.257,11.077,909,0.186,16.179,113.962
TC06_01,Dry,Montoulieu,TC,Tournac,TC06,3.417,52.339,34,2.103,1.178,11.036,1021,0.535,25.54,80.538
LC11_05,Dry,Sourroque,LC,Lacourt,LC11,2.257,81.798,26,0.511,1.179,11.026,489,0.211,6.063,146.31
ML06_04,Dry,Montoulieu,ML,Montoulieu,ML06,3.654,46.494,23,1.695,1.27,11.024,466,0.126,21.386,82.073
PN09_05,Dry,Axat,PN,Paounias,PN09,3.194,53.34,12,2.44,1.369,10.957,909,0.186,16.179,113.962
TC11_02,Dry,Montoulieu,TC,Tournac,TC11,2.864,41.442,25,0.823,1.369,10.957,1021,0.535,25.54,80.538
SQ08_15,Wet,Sourroque,SQ,Sourroque,SQ08,3.222,43.11,18,2.723,2.01,10.945,927,0.236,23.743,33.158
ML12_03,Dry,Montoulieu,ML,Montoulieu,ML12,3.442,49.906,19,0.824,1.743,10.901,466,0.126,21.386,82.073
TC09_04,Dry,Montoulieu,TC,Tournac,TC09,3.196,50.155,14,2.063,1.378,10.885,1021,0.535,25.54,80.538
SX14_03,Dry,Montoulieu,SX,Seignaux,SX14,3.164,99.754,21,2.099,1.472,10.87,840,0.729,23.294,134.076
SX09_02,Dry,Montoulieu,SX,Seignaux,SX09,2.388,45.861,30,1.334,1.11,10.811,840,0.729,23.294,134.076
AT03_04,Dry,Sourroque,AT,Ates,AT03,3.753,56.473,17,1.684,1.666,10.804,750,0.422,13.803,6.34
ML15_02,Dry,Montoulieu,ML,Montoulieu,ML15,3.028,49.773,33,3.903,1.389,10.799,466,0.126,21.386,82.073
BV12_04,Dry,Montoulieu,BV,Belveze,BV12,2.281,69.251,16,0.802,1.113,10.782,1261,0.825,13.681,138.27
PN07_03,Dry,Axat,PN,Paounias,PN07,2.578,45.472,15,2.494,1.307,10.712,909,0.186,16.179,113.962
PN01_06,Normal,Axat,PN,Paounias,PN01,1.942,54.371,20,1.505,1.591,10.685,909,0.186,16.179,113.962
TC08_01,Dry,Montoulieu,TC,Tournac,TC08,3.384,54.512,24,3.309,1.501,10.66,1021,0.535,25.54,80.538
LC11_04,Dry,Sourroque,LC,Lacourt,LC11,3.059,48.027,0,0,1.695,10.619,489,0.211,6.063,146.31
PN04_04,Dry,Axat,PN,Paounias,PN04,2.13,56.59,19,1.775,1.319,10.614,909,0.186,16.179,113.962
SX06_03,Dry,Montoulieu,SX,Seignaux,SX06,3.216,53.712,23,0.62,1.322,10.59,840,0.729,23.294,134.076
SX01_07,Normal,Montoulieu,SX,Seignaux,SX01,2.668,55.822,16,2.128,1.322,10.59,840,0.729,23.294,134.076
TC14_05,Dry,Montoulieu,TC,Tournac,TC14,2.826,50.199,20,1.392,1.615,10.526,1021,0.535,25.54,80.538
BV11_04,Dry,Montoulieu,BV,Belveze,BV11,2.689,53.362,24,1.354,1.521,10.519,1261,0.825,13.681,138.27
PN13_01,Dry,Axat,PN,Paounias,PN13,3.141,54.408,22,1.26,1.141,10.517,909,0.186,16.179,113.962
TC15_04,Dry,Montoulieu,TC,Tournac,TC15,3.2,51.493,32,1.465,1.047,10.506,1021,0.535,25.54,80.538
LC13_09,Normal,Sourroque,LC,Lacourt,LC13,2.714,60.976,27,3.961,2.38,10.504,489,0.211,6.063,146.31
SQ04_04,Dry,Sourroque,SQ,Sourroque,SQ04,2.947,45.254,24,3.315,1.439,10.424,927,0.236,23.743,33.158
PN04_01,Dry,Axat,PN,Paounias,PN04,3.364,45.205,20,2.302,1.542,10.376,909,0.186,16.179,113.962
SX04_10,Normal,Montoulieu,SX,Seignaux,SX04,1.567,63.275,24,1.59,0.876,10.274,840,0.729,23.294,134.076
SQ03_01,Dry,Sourroque,SQ,Sourroque,SQ03,3.203,49.001,28,3.009,1.364,10.264,927,0.236,23.743,33.158
TP07_05,Dry,Sourroque,TP,Toupi,TP07,3.095,48.211,21,1.55,1.56,10.256,1184,0.985,8.623,119.055
LC13_13,Wet,Sourroque,LC,Lacourt,LC13,2.192,51.103,23,2.507,1.464,10.246,489,0.211,6.063,146.31
LC08_05,Dry,Sourroque,LC,Lacourt,LC08,3.881,57.958,21,2.766,1.467,10.225,489,0.211,6.063,146.31
SX01_15,Wet,Montoulieu,SX,Seignaux,SX01,2.856,66.909,26,2.216,2.056,10.214,840,0.729,23.294,134.076
SX06_04,Dry,Montoulieu,SX,Seignaux,SX06,3.336,46.417,21,1.62,1.96,10.204,840,0.729,23.294,134.076
LC06_01,Dry,Sourroque,LC,Lacourt,LC06,3.178,59.574,22,2.67,1.078,10.204,489,0.211,6.063,146.31
LC12_05,Dry,Sourroque,LC,Lacourt,LC12,3.815,52.219,22,2.196,2.357,10.182,489,0.211,6.063,146.31
SX01_01,Dry,Montoulieu,SX,Seignaux,SX01,2.929,42.193,22,1.797,1.576,10.152,840,0.729,23.294,134.076
ML12_01,Dry,Montoulieu,ML,Montoulieu,ML12,3.158,58.286,19,1.499,2.075,10.12,466,0.126,21.386,82.073
LC07_01,Dry,Sourroque,LC,Lacourt,LC07,4.066,50.043,31,2.636,1.484,10.108,489,0.211,6.063,146.31
PN06_08,Normal,Axat,PN,Paounias,PN06,3.855,61.661,27,1.042,2.69,10.037,909,0.186,16.179,113.962
LC08_04,Dry,Sourroque,LC,Lacourt,LC08,4.013,52.863,16,1.72,2.602,9.992,489,0.211,6.063,146.31
TP08_06,Normal,Sourroque,TP,Toupi,TP08,2.676,56.085,28,3.117,2.204,9.982,1184,0.985,8.623,119.055
SX07_02,Dry,Montoulieu,SX,Seignaux,SX07,2.942,47.486,18,1.737,1.307,9.946,840,0.729,23.294,134.076
PN04_05,Dry,Axat,PN,Paounias,PN04,2.711,44.435,21,1.31,0.805,9.938,909,0.186,16.179,113.962
LC06_04,Dry,Sourroque,LC,Lacourt,LC06,2.684,47.689,21,2.518,1.309,9.931,489,0.211,6.063,146.31
SX03_05,Dry,Montoulieu,SX,Seignaux,SX03,3.148,51.553,22,1.936,1.315,9.886,840,0.729,23.294,134.076
LC09_03,Dry,Sourroque,LC,Lacourt,LC09,3.099,49.18,17,3.067,0.811,9.864,489,0.211,6.063,146.31
PN05_05,Dry,Axat,PN,Paounias,PN05,2.968,47.128,18,1.817,1.533,9.785,909,0.186,16.179,113.962
PN08_05,Dry,Axat,PN,Paounias,PN08,2.793,52.721,20,2.754,1.232,9.74,909,0.186,16.179,113.962
LC12_03,Dry,Sourroque,LC,Lacourt,LC12,3.812,38.381,20,2.802,1.746,9.737,489,0.211,6.063,146.31
SX02_01,Dry,Montoulieu,SX,Seignaux,SX02,3.916,56.638,16,2.618,2.057,9.723,840,0.729,23.294,134.076
SQ08_03,Dry,Sourroque,SQ,Sourroque,SQ08,2.918,54.135,27,0.64,1.646,9.721,927,0.236,23.743,33.158
PN09_04,Dry,Axat,PN,Paounias,PN09,2.797,53.329,17,1.942,1.443,9.702,909,0.186,16.179,113.962
TC08_02,Dry,Montoulieu,TC,Tournac,TC08,3.098,52.198,24,1.616,1.451,9.649,1021,0.535,25.54,80.538
TC08_10,Normal,Montoulieu,TC,Tournac,TC08,2.867,66.565,25,3.735,2.696,9.644,1021,0.535,25.54,80.538
SX05_09,Normal,Montoulieu,SX,Seignaux,SX05,2.034,70.016,16,1.83,2.179,9.637,840,0.729,23.294,134.076
PN09_02,Dry,Axat,PN,Paounias,PN09,3.151,48.179,19,2.661,1.557,9.634,909,0.186,16.179,113.962
SQ03_05,Dry,Sourroque,SQ,Sourroque,SQ03,2.969,52.068,22,3.645,1.561,9.609,927,0.236,23.743,33.158
SQ07_03,Dry,Sourroque,SQ,Sourroque,SQ07,2.816,43.094,26,2.254,1.364,9.531,927,0.236,23.743,33.158
PN03_03,Dry,Axat,PN,Paounias,PN03,2.673,43.467,16,0.592,1.26,9.524,909,0.186,16.179,113.962
SX01_14,Wet,Montoulieu,SX,Seignaux,SX01,4.367,67.174,23,1.094,4.1,9.512,840,0.729,23.294,134.076
TC15_09,Normal,Montoulieu,TC,Tournac,TC15,1.593,60.67,23,0.894,1.587,9.452,1021,0.535,25.54,80.538
LC07_09,Normal,Sourroque,LC,Lacourt,LC07,2.288,62.924,15,2.692,1.799,9.45,489,0.211,6.063,146.31
TC10_05,Dry,Montoulieu,TC,Tournac,TC10,2.871,49.495,26,1.828,1.589,9.44,1021,0.535,25.54,80.538
PN04_03,Dry,Axat,PN,Paounias,PN04,1.444,45.753,22,1.182,0.742,9.434,909,0.186,16.179,113.962
TP08_02,Dry,Sourroque,TP,Toupi,TP08,3.269,47.757,21,1.887,1.273,9.427,1184,0.985,8.623,119.055
TP15_03,Dry,Sourroque,TP,Toupi,TP15,3.581,45.185,18,1.277,1.38,9.42,1184,0.985,8.623,119.055
PN02_08,Normal,Axat,PN,Paounias,PN02,2.987,65.362,13,2.558,1.912,9.414,909,0.186,16.179,113.962
ML10_02,Dry,Montoulieu,ML,Montoulieu,ML10,1.719,44.509,21,2.685,1.064,9.398,466,0.126,21.386,82.073
LC05_04,Dry,Sourroque,LC,Lacourt,LC05,2.009,45.429,29,0.548,0.745,9.396,489,0.211,6.063,146.31
LC04_02,Dry,Sourroque,LC,Lacourt,LC04,4.183,51.509,23,2.4,1.597,9.393,489,0.211,6.063,146.31
SQ01_04,Dry,Sourroque,SQ,Sourroque,SQ01,3.83,47.955,25,3.141,1.714,9.335,927,0.236,23.743,33.158
TP08_05,Dry,Sourroque,TP,Toupi,TP08,2.871,29.043,20,1.071,1.505,9.302,1184,0.985,8.623,119.055
TC12_01,Dry,Montoulieu,TC,Tournac,TC12,3.341,51.264,28,2.775,1.616,9.282,1021,0.535,25.54,80.538
BV14_01,Dry,Montoulieu,BV,Belveze,BV14,2.932,62.413,21,1.169,1.294,9.274,1261,0.825,13.681,138.27
TC01_01,Dry,Montoulieu,TC,Tournac,TC01,3.391,48.123,18,0.543,2.052,9.259,1021,0.535,25.54,80.538
LC04_07,Normal,Sourroque,LC,Lacourt,LC04,3.797,59.377,27,1.46,3.461,9.246,489,0.211,6.063,146.31
G09_01,Dry,Grave,G,Grave,G09,3.201,40.783,23,0,1.409,9.226,1471,0.075,8.946,3.576
PN06_09,Normal,Axat,PN,Paounias,PN06,2.823,53.219,23,0.879,2.388,9.213,909,0.186,16.179,113.962
PN12_01,Dry,Axat,PN,Paounias,PN12,3.535,58.032,21,0.574,1.306,9.188,909,0.186,16.179,113.962
SX12_03,Dry,Montoulieu,SX,Seignaux,SX12,3.783,62.667,28,2.796,1.967,9.151,840,0.729,23.294,134.076
TC07_13,Wet,Montoulieu,TC,Tournac,TC07,3.22,69.238,23,3.403,3.72,9.14,1021,0.535,25.54,80.538
LC01_05,Dry,Sourroque,LC,Lacourt,LC01,3.422,48.909,29,1.154,1.97,9.137,489,0.211,6.063,146.31
LC08_03,Dry,Sourroque,LC,Lacourt,LC08,3.258,47.586,20,2.017,1.538,9.103,489,0.211,6.063,146.31
TC12_02,Dry,Montoulieu,TC,Tournac,TC12,3.598,52.248,16,2.385,1.099,9.099,1021,0.535,25.54,80.538
BV13_05,Dry,Montoulieu,BV,Belveze,BV13,3.209,48.114,25,0.978,1.876,9.062,1261,0.825,13.681,138.27
SQ06_02,Dry,Sourroque,SQ,Sourroque,SQ06,1.718,56.956,22,0.783,1.215,9.053,927,0.236,23.743,33.158
PN06_04,Dry,Axat,PN,Paounias,PN06,3.697,53.752,19,1.103,1.106,9.042,909,0.186,16.179,113.962
PN02_04,Dry,Axat,PN,Paounias,PN02,3.346,54.913,15,0.936,1.44,9.028,909,0.186,16.179,113.962
ML14_03,Dry,Montoulieu,ML,Montoulieu,ML14,3.476,50.024,25,1.581,1.556,8.997,466,0.126,21.386,82.073
SX01_04,Dry,Montoulieu,SX,Seignaux,SX01,2.872,53.511,29,3.1,2.225,8.989,840,0.729,23.294,134.076
PN02_02,Dry,Axat,PN,Paounias,PN02,3.962,38.032,30,0.618,1.115,8.969,909,0.186,16.179,113.962
SX07_01,Dry,Montoulieu,SX,Seignaux,SX07,3.035,51.91,24,2.285,1.562,8.963,840,0.729,23.294,134.076
SQ01_03,Dry,Sourroque,SQ,Sourroque,SQ01,2.702,60.705,20,2.093,1.341,8.949,927,0.236,23.743,33.158
SQ04_03,Dry,Sourroque,SQ,Sourroque,SQ04,2.195,48.691,30,4.158,1.456,8.929,927,0.236,23.743,33.158
LC05_02,Dry,Sourroque,LC,Lacourt,LC05,3.973,41.72,26,1.709,2.356,8.913,489,0.211,6.063,146.31
TP08_01,Dry,Sourroque,TP,Toupi,TP08,2.759,45.644,18,1.751,1.235,8.907,1184,0.985,8.623,119.055
TC01_04,Dry,Montoulieu,TC,Tournac,TC01,3.339,41.667,17,2.188,1.236,8.9,1021,0.535,25.54,80.538
BV15_01,Dry,Montoulieu,BV,Belveze,BV15,2.954,43.79,25,1.108,1.124,8.897,1261,0.825,13.681,138.27
BV08_02,Dry,Montoulieu,BV,Belveze,BV08,3.23,52.648,25,2.539,1.015,8.867,1261,0.825,13.681,138.27
TC03_01,Dry,Montoulieu,TC,Tournac,TC03,2.386,45.335,25,1.489,1.359,8.83,1021,0.535,25.54,80.538
PN02_03,Dry,Axat,PN,Paounias,PN02,3.177,45.73,24,1.741,1.36,8.824,909,0.186,16.179,113.962
TP03_03,Dry,Sourroque,TP,Toupi,TP03,3.788,52.322,23,1.921,1.703,8.808,1184,0.985,8.623,119.055
BV13_02,Dry,Montoulieu,BV,Belveze,BV13,2.979,51.155,17,1.253,1.817,8.806,1261,0.825,13.681,138.27
TC02_04,Dry,Montoulieu,TC,Tournac,TC02,2.77,50.82,22,0.295,1.591,8.799,1021,0.535,25.54,80.538
SX04_01,Dry,Montoulieu,SX,Seignaux,SX04,3.984,52.593,21,2.564,1.713,8.757,840,0.729,23.294,134.076
BV11_02,Dry,Montoulieu,BV,Belveze,BV11,2.117,43.2,15,3.295,1.257,8.751,1261,0.825,13.681,138.27
SQ09_06,Normal,Sourroque,SQ,Sourroque,SQ09,2.275,59.875,22,1.056,2.182,8.708,927,0.236,23.743,33.158
SX01_09,Normal,Montoulieu,SX,Seignaux,SX01,2.863,71.409,21,2.231,2.763,8.686,840,0.729,23.294,134.076
AT08_15,Wet,Sourroque,AT,Ates,AT08,2.427,62.473,19,2.572,2.076,8.671,750,0.422,13.803,6.34
TC14_02,Dry,Montoulieu,TC,Tournac,TC14,3.207,56.727,19,2.001,1.389,8.639,1021,0.535,25.54,80.538
TC15_02,Dry,Montoulieu,TC,Tournac,TC15,4.738,45.574,20,1.473,2.791,8.599,1021,0.535,25.54,80.538
ML13_02,Dry,Montoulieu,ML,Montoulieu,ML13,3.567,60.794,22,0.999,1.512,8.598,466,0.126,21.386,82.073
TP05_03,Dry,Sourroque,TP,Toupi,TP05,3.296,38.494,27,0.236,1.745,8.596,1184,0.985,8.623,119.055
ML02_15,Wet,Montoulieu,ML,Montoulieu,ML02,2.466,70.054,29,2.886,3.036,8.564,466,0.126,21.386,82.073
LC04_01,Dry,Sourroque,LC,Lacourt,LC04,3.822,53.37,17,1.925,1.758,8.532,489,0.211,6.063,146.31
TC10_03,Dry,Montoulieu,TC,Tournac,TC10,2.904,47.071,29,1.643,0.938,8.529,1021,0.535,25.54,80.538
TC02_03,Dry,Montoulieu,TC,Tournac,TC02,3.354,49.927,21,3.14,1.174,8.518,1021,0.535,25.54,80.538
PN08_03,Dry,Axat,PN,Paounias,PN08,2.699,42.873,32,2.49,1.645,8.511,909,0.186,16.179,113.962
PN13_03,Dry,Axat,PN,Paounias,PN13,3.016,50.941,29,2.211,1.41,8.511,909,0.186,16.179,113.962
SX02_03,Dry,Montoulieu,SX,Seignaux,SX02,3.416,55.7,23,2.13,1.413,8.493,840,0.729,23.294,134.076
PN01_03,Dry,Axat,PN,Paounias,PN01,3.422,51.164,18,0.707,2.003,8.487,909,0.186,16.179,113.962
BV12_02,Dry,Montoulieu,BV,Belveze,BV12,3.754,51.241,24,2.635,2.125,8.471,1261,0.825,13.681,138.27
TP06_02,Dry,Sourroque,TP,Toupi,TP06,3.449,43.394,22,0.515,1.418,8.463,1184,0.985,8.623,119.055
SX05_05,Dry,Montoulieu,SX,Seignaux,SX05,2.682,50.162,18,2.418,1.308,8.41,840,0.729,23.294,134.076
TP03_01,Dry,Sourroque,TP,Toupi,TP03,3.407,44.127,16,1.103,1.432,8.38,1184,0.985,8.623,119.055
BV04_01,Dry,Montoulieu,BV,Belveze,BV04,3.567,43.118,19,0.908,2.395,8.351,1261,0.825,13.681,138.27
PN01_01,Dry,Axat,PN,Paounias,PN01,3.626,47.8,17,0.877,1.8,8.333,909,0.186,16.179,113.962
SX12_02,Dry,Montoulieu,SX,Seignaux,SX12,3.262,56.911,19,2.555,1.322,8.321,840,0.729,23.294,134.076
SX01_08,Normal,Montoulieu,SX,Seignaux,SX01,3.276,74.509,19,0.957,3.019,8.281,840,0.729,23.294,134.076
PN07_02,Dry,Axat,PN,Paounias,PN07,2.452,55.704,19,1.751,0.968,8.264,909,0.186,16.179,113.962
SX01_02,Dry,Montoulieu,SX,Seignaux,SX01,3.394,51.537,15,1.78,1.696,8.255,840,0.729,23.294,134.076
TC05_05,Dry,Montoulieu,TC,Tournac,TC05,3.949,53.53,31,2.66,1.697,8.25,1021,0.535,25.54,80.538
PN03_06,Normal,Axat,PN,Paounias,PN03,2.533,55.387,20,2.145,2.557,8.213,909,0.186,16.179,113.962
LC11_02,Dry,Sourroque,LC,Lacourt,LC11,3.185,52.711,23,2.082,1.583,8.212,489,0.211,6.063,146.31
ML02_03,Dry,Montoulieu,ML,Montoulieu,ML02,2.832,57.627,26,1.672,1.218,8.21,466,0.126,21.386,82.073
TP16_05,Dry,Sourroque,TP,Toupi,TP16,3.131,48.247,22,1.472,1.584,8.207,1184,0.985,8.623,119.055
SX03_01,Dry,Montoulieu,SX,Seignaux,SX03,3.313,54.473,15,1.949,1.708,8.197,840,0.729,23.294,134.076
TC15_06,Normal,Montoulieu,TC,Tournac,TC15,3.059,66.513,21,3.182,2.685,8.194,1021,0.535,25.54,80.538
TC04_08,Normal,Montoulieu,TC,Tournac,TC04,3.59,82.501,24,2.383,2.686,8.191,1021,0.535,25.54,80.538
AT07_03,Dry,Sourroque,AT,Ates,AT07,3.873,55.497,24,3.236,2.205,8.163,750,0.422,13.803,6.34
SX04_06,Normal,Montoulieu,SX,Seignaux,SX04,2.593,62.322,21,1.926,2.823,8.147,840,0.729,23.294,134.076
TP03_04,Dry,Sourroque,TP,Toupi,TP03,3.247,42.048,29,1.61,1.106,8.137,1184,0.985,8.623,119.055
SX08_02,Dry,Montoulieu,SX,Seignaux,SX08,1.728,56.946,27,2.054,1.229,8.137,840,0.729,23.294,134.076
SQ11_09,Normal,Sourroque,SQ,Sourroque,SQ11,2.415,51.958,24,2.353,2.95,8.136,927,0.236,23.743,33.158
TC08_07,Normal,Montoulieu,TC,Tournac,TC08,3.929,58.551,27,2.535,3.566,8.132,1021,0.535,25.54,80.538
TP08_04,Dry,Sourroque,TP,Toupi,TP08,3.732,46.051,23,2.528,1.724,8.121,1184,0.985,8.623,119.055
PN07_01,Dry,Axat,PN,Paounias,PN07,3.784,49.855,30,1.726,1.856,8.082,909,0.186,16.179,113.962
ML13_07,Normal,Montoulieu,ML,Montoulieu,ML13,2.77,72.355,25,3.172,3.222,8.07,466,0.126,21.386,82.073
BV06_03,Dry,Montoulieu,BV,Belveze,BV06,3.73,49.509,13,2.587,2.605,8.061,1261,0.825,13.681,138.27
PN13_02,Dry,Axat,PN,Paounias,PN13,3.351,53.88,16,0.575,1.489,8.059,909,0.186,16.179,113.962
TC07_03,Dry,Montoulieu,TC,Tournac,TC07,3.315,53.255,19,2.428,1.989,8.044,1021,0.535,25.54,80.538
SQ05_05,Dry,Sourroque,SQ,Sourroque,SQ05,2.457,50.746,22,1.071,1.122,8.021,927,0.236,23.743,33.158
TC02_02,Dry,Montoulieu,TC,Tournac,TC02,3.144,54.399,24,2.119,1.621,8.02,1021,0.535,25.54,80.538
SX13_07,Normal,Montoulieu,SX,Seignaux,SX13,2.792,62.683,25,2.444,3.122,8.008,840,0.729,23.294,134.076
TC05_02,Dry,Montoulieu,TC,Tournac,TC05,3.414,42.161,21,1.413,1.379,7.977,1021,0.535,25.54,80.538
SQ07_09,Normal,Sourroque,SQ,Sourroque,SQ07,3.488,66.349,31,0.998,2.772,7.937,927,0.236,23.743,33.158
TP14_02,Dry,Sourroque,TP,Toupi,TP14,3.701,27.109,24,1.997,1.644,7.908,1184,0.985,8.623,119.055
SX04_03,Dry,Montoulieu,SX,Seignaux,SX04,3.361,51.529,20,1.87,1.775,7.887,840,0.729,23.294,134.076
TP10_05,Dry,Sourroque,TP,Toupi,TP10,3.608,50.617,24,2.403,1.654,7.86,1184,0.985,8.623,119.055
PN06_14,Wet,Axat,PN,Paounias,PN06,3.386,49.558,22,0.968,4.203,7.852,909,0.186,16.179,113.962
