ID,Treatment,Gradient,Pop,Population,Genotype,EarlyGrowth,Specific_Leaf_Area (SLA),Stomata,Flowering,Growth,Runnering,Elevation,Nheight,Slope,North_to_South
TC11_14,Wet,Montoulieu,TC,Tournac,TC11,3.664,59.805,21,1.944,7.258,4.822,1021,0.535,25.54,80.538
AT14_08,Normal,Sourroque,AT,Ates,AT14,2.82,52.371,20,0.275,2.492,4.815,750,0.422,13.803,6.34
TP15_12,Wet,Sourroque,TP,Toupi,TP15,2.879,59.633,19,1.201,1.457,4.804,1184,0.985,8.623,119.055
TC11_09,Normal,Montoulieu,TC,Tournac,TC11,3.203,53.651,26,2.807,2.707,4.802,1021,0.535,25.54,80.538
AT10_14,Wet,Sourroque,AT,Ates,AT10,3.1,76.002,25,1.49,5.832,4.801,750,0.422,13.803,6.34
PN12_10,Normal,Axat,PN,Paounias,PN12,3.331,56.153,23,2.169,4.791,4.801,909,0.186,16.179,113.962
BV11_01,Dry,Montoulieu,BV,Belveze,BV11,4.507,47.334,20,2.58,2.084,4.798,1261,0.825,13.681,138.27
G10_15,Wet,Grave,G,Grave,G10,3.444,59.475,19,0.888,6.256,4.795,1471,0.075,8.946,3.576
AT16_14,Wet,Sourroque,AT,Ates,AT16,2.798,58.771,22,2.519,3.553,4.785,750,0.422,13.803,6.34
TC09_12,Wet,Montoulieu,TC,Tournac,TC09,3.904,61.42,17,2.289,7.539,4.775,1021,0.535,25.54,80.538
LC06_05,Dry,Sourroque,LC,Lacourt,LC06,2.858,44.779,33,3.431,2.515,4.771,489,0.211,6.063,146.31
G10_14,Wet,Grave,G,Grave,G10,2.951,47.722,18,1.935,4.196,4.766,1471,0.075,8.946,3.576
AT09_04,Dry,Sourroque,AT,Ates,AT09,3.119,49.733,18,1.628,1.469,4.765,750,0.422,13.803,6.34
AT09_07,Normal,Sourroque,AT,Ates,AT09,3.073,54.569,28,1.129,2.941,4.76,750,0.422,13.803,6.34
TP01_10,Normal,Sourroque,TP,Toupi,TP01,4.101,61.824,22,1.275,5.043,4.759,1184,0.985,8.623,119.055
TC12_12,Wet,Montoulieu,TC,Tournac,TC12,3.849,58.449,22,2.431,6.937,4.757,1021,0.535,25.54,80.538
ML15_09,Normal,Montoulieu,ML,Montoulieu,ML15,4.281,62.99,23,2.796,4.638,4.743,466,0.126,21.386,82.073
TC07_15,Wet,Montoulieu,TC,Tournac,TC07,4.421,59.596,24,0.249,7.178,4.737,1021,0.535,25.54,80.538
TC05_09,Normal,Montoulieu,TC,Tournac,TC05,3.653,54.835,30,3.141,3.59,4.735,1021,0.535,25.54,80.538
SQ13_07,Normal,Sourroque,SQ,Sourroque,SQ13,3.381,62.377,21,1.015,3.381,4.732,927,0.236,23.743,33.158
AT10_11,Wet,Sourroque,AT,Ates,AT10,3.088,47.465,22,2.125,5.496,4.731,750,0.422,13.803,6.34
ML14_14,Wet,Montoulieu,ML,Montoulieu,ML14,4.022,52.257,20,2.401,7.197,4.724,466,0.126,21.386,82.073
LC08_07,Normal,Sourroque,LC,Lacourt,LC08,2.554,82.93,23,2.1,3.178,4.72,489,0.211,6.063,146.31
AT02_13,Wet,Sourroque,AT,Ates,AT02,3.466,60.45,13,0.216,5.509,4.72,750,0.422,13.803,6.34
G05_03,Dry,Grave,G,Grave,G05,3.057,57.011,25,1.335,1.484,4.717,1471,0.075,8.946,3.576
LC01_03,Dry,Sourroque,LC,Lacourt,LC01,3.431,45.823,26,0.882,1.912,4.707,489,0.211,6.063,146.31
PN07_09,Normal,Axat,PN,Paounias,PN07,3.924,63.273,27,1.422,5.099,4.707,909,0.186,16.179,113.962
PN05_06,Normal,Axat,PN,Paounias,PN05,3.281,65.057,22,2.569,5.545,4.689,909,0.186,16.179,113.962
TC04_11,Wet,Montoulieu,TC,Tournac,TC04,3.559,54.245,33,0.496,6.185,4.689,1021,0.535,25.54,80.538
AT08_13,Wet,Sourroque,AT,Ates,AT08,3.189,52.215,19,2.297,5.761,4.687,750,0.422,13.803,6.34
TC07_11,Wet,Montoulieu,TC,Tournac,TC07,3.565,55.279,24,2.552,5.979,4.683,1021,0.535,25.54,80.538
SX07_06,Normal,Montoulieu,SX,Seignaux,SX07,3.158,60.61,21,1.847,4.058,4.682,840,0.729,23.294,134.076
SQ05_03,Dry,Sourroque,SQ,Sourroque,SQ05,2.7793,42.432,24,0.5,1.068,4.682,927,0.236,23.743,33.158
G10_12,Wet,Grave,G,Grave,G10,3.596,52.36,28,0.715,5.992,4.673,1471,0.075,8.946,3.576
SQ12_08,Normal,Sourroque,SQ,Sourroque,SQ12,2.451,53.91,20,0,3.215,4.666,927,0.236,23.743,33.158
AT03_08,Normal,Sourroque,AT,Ates,AT03,3.341,67.642,16,2.666,4.72,4.661,750,0.422,13.803,6.34
TC13_08,Normal,Montoulieu,TC,Tournac,TC13,3.233,56.474,25,3.656,5.367,4.658,1021,0.535,25.54,80.538
TC11_10,Normal,Montoulieu,TC,Tournac,TC11,3.111,61.563,13,1.695,4.079,4.658,1021,0.535,25.54,80.538
AT12_01,Dry,Sourroque,AT,Ates,AT12,2.957,46.593,30,0.563,1.935,4.651,750,0.422,13.803,6.34
PN10_10,Normal,Axat,PN,Paounias,PN10,3.72,46.198,18,2.447,5.17,4.642,909,0.186,16.179,113.962
F01_10,Normal,Grave,F,Freaux,F01,2.67,53.621,25,2.075,3.235,4.637,1409,0.194,29.362,9.545
SX03_10,Normal,Montoulieu,SX,Seignaux,SX03,3.088,63.067,20,1.73,4.747,4.635,840,0.729,23.294,134.076
SQ08_14,Wet,Sourroque,SQ,Sourroque,SQ08,3.007,58.742,27,3.147,6.267,4.627,927,0.236,23.743,33.158
SX13_12,Wet,Montoulieu,SX,Seignaux,SX13,3.328,57.857,19,1.405,6.052,4.627,840,0.729,23.294,134.076
TC08_03,Dry,Montoulieu,TC,Tournac,TC08,3.363,28.261,18,1.576,1.514,4.624,1021,0.535,25.54,80.538
G09_11,Wet,Grave,G,Grave,G09,2.65,58.052,12,0,5.196,4.619,1471,0.075,8.946,3.576
LC08_06,Normal,Sourroque,LC,Lacourt,LC08,4.585,74.52,27,2,5.846,4.619,489,0.211,6.063,146.31
AT10_13,Wet,Sourroque,AT,Ates,AT10,3.197,51.424,22,2.581,4.766,4.616,750,0.422,13.803,6.34
PN01_07,Normal,Axat,PN,Paounias,PN01,3.285,54.991,26,1.096,4.553,4.612,909,0.186,16.179,113.962
TP04_08,Normal,Sourroque,TP,Toupi,TP04,3.674,54.87,19,1.384,5.424,4.609,1184,0.985,8.623,119.055
TP08_15,Wet,Sourroque,TP,Toupi,TP08,2.68,47.66,21,2.247,4.775,4.607,1184,0.985,8.623,119.055
G02_14,Wet,Grave,G,Grave,G02,3.322,49.913,17,2.374,5.43,4.604,1471,0.075,8.946,3.576
PN13_06,Normal,Axat,PN,Paounias,PN13,3.432,63.196,21,1.854,4.347,4.601,909,0.186,16.179,113.962
AT16_10,Normal,Sourroque,AT,Ates,AT16,3.057,60.203,24,1.641,2.83,4.594,750,0.422,13.803,6.34
TP10_11,Wet,Sourroque,TP,Toupi,TP10,2.962,51.162,21,3.515,5.225,4.593,1184,0.985,8.623,119.055
TP15_09,Normal,Sourroque,TP,Toupi,TP15,3.32,59.193,26,2.131,5.67,4.586,1184,0.985,8.623,119.055
G05_04,Dry,Grave,G,Grave,G05,3.153,46.468,25,1.333,1.966,4.578,1471,0.075,8.946,3.576
SX12_06,Normal,Montoulieu,SX,Seignaux,SX12,3.013,62.781,21,2.244,5.245,4.576,840,0.729,23.294,134.076
ML08_15,Wet,Montoulieu,ML,Montoulieu,ML08,3.453,61.18,23,0.923,5.471,4.57,466,0.126,21.386,82.073
AT17_13,Wet,Sourroque,AT,Ates,AT17,2.77,45.645,21,2.812,4.815,4.569,750,0.422,13.803,6.34
SQ01_12,Wet,Sourroque,SQ,Sourroque,SQ01,3.055,67.508,17,3.54,5.259,4.564,927,0.236,23.743,33.158
G04_15,Wet,Grave,G,Grave,G04,3.411,62.991,20,1.575,5.261,4.562,1471,0.075,8.946,3.576
SX02_09,Normal,Montoulieu,SX,Seignaux,SX02,3.185,67.482,21,2.753,4.606,4.559,840,0.729,23.294,134.076
SX05_06,Normal,Montoulieu,SX,Seignaux,SX05,3.426,57.829,22,2.478,6.379,4.546,840,0.729,23.294,134.076
TC05_12,Wet,Montoulieu,TC,Tournac,TC05,3.432,56.64,29,1.934,6.602,4.544,1021,0.535,25.54,80.538
SX03_07,Normal,Montoulieu,SX,Seignaux,SX03,2.895,57.587,20,4.025,3.742,4.543,840,0.729,23.294,134.076
TC12_13,Wet,Montoulieu,TC,Tournac,TC12,3.996,52.835,20,3.632,8.365,4.543,1021,0.535,25.54,80.538
LC01_14,Wet,Sourroque,LC,Lacourt,LC01,3.117,56.83,17,2.904,5.074,4.533,489,0.211,6.063,146.31
AT10_12,Wet,Sourroque,AT,Ates,AT10,2.511,54.837,21,2.508,4.192,4.532,750,0.422,13.803,6.34
TC11_06,Normal,Montoulieu,TC,Tournac,TC11,3.74,53.531,22,2.114,4.2,4.524,1021,0.535,25.54,80.538
TC01_10,Normal,Montoulieu,TC,Tournac,TC01,2.984,59.788,34,0.76,3.767,4.513,1021,0.535,25.54,80.538
TC04_06,Normal,Montoulieu,TC,Tournac,TC04,3.809,57.895,23,1.375,6.656,4.507,1021,0.535,25.54,80.538
AT10_06,Normal,Sourroque,AT,Ates,AT10,2.539,58.353,23,1.688,3.333,4.5,750,0.422,13.803,6.34
AT16_04,Dry,Sourroque,AT,Ates,AT16,3.339,45.035,31,0,1.556,4.499,750,0.422,13.803,6.34
SX03_12,Wet,Montoulieu,SX,Seignaux,SX03,3.084,63.008,21,1.87,4.892,4.497,840,0.729,23.294,134.076
G05_08,Normal,Grave,G,Grave,G05,2.508,56.735,17,1.192,2.45,4.49,1471,0.075,8.946,3.576
SQ12_07,Normal,Sourroque,SQ,Sourroque,SQ12,2.902,61.651,18,0.984,4.011,4.488,927,0.236,23.743,33.158
AT12_04,Dry,Sourroque,AT,Ates,AT12,3.007,37.695,24,0.512,1.56,4.487,750,0.422,13.803,6.34
SQ12_14,Wet,Sourroque,SQ,Sourroque,SQ12,2.584,56.125,20,0.808,3.567,4.486,927,0.236,23.743,33.158
SQ15_04,Dry,Sourroque,SQ,Sourroque,SQ15,3.407,39.778,24,2.348,1.564,4.476,927,0.236,23.743,33.158
ML08_06,Normal,Montoulieu,ML,Montoulieu,ML08,3.975,69.757,33,1.995,5.143,4.472,466,0.126,21.386,82.073
SX14_04,Dry,Montoulieu,SX,Seignaux,SX14,3.833,47.928,24,1.548,1.793,4.462,840,0.729,23.294,134.076
F10_03,Dry,Grave,F,Freaux,F10,3.518,48.983,21,1.341,1.57,4.459,1409,0.194,29.362,9.545
AT02_10,Normal,Sourroque,AT,Ates,AT02,4.247,68.389,27,1.58,6.285,4.455,750,0.422,13.803,6.34
TC10_07,Normal,Montoulieu,TC,Tournac,TC10,3.628,52.326,17,1.313,4.265,4.455,1021,0.535,25.54,80.538
AT04_05,Dry,Sourroque,AT,Ates,AT04,3.048,56.169,27,1.446,2.025,4.444,750,0.422,13.803,6.34
TP01_08,Normal,Sourroque,TP,Toupi,TP01,3.717,54.987,24,2.953,4.725,4.444,1184,0.985,8.623,119.055
TP16_09,Normal,Sourroque,TP,Toupi,TP16,2.538,51.189,20,1.632,3.152,4.442,1184,0.985,8.623,119.055
ML15_10,Normal,Montoulieu,ML,Montoulieu,ML15,3.547,68.516,33,3.317,4.293,4.426,466,0.126,21.386,82.073
SQ07_12,Wet,Sourroque,SQ,Sourroque,SQ07,3.614,55.037,27,4.308,7.255,4.411,927,0.236,23.743,33.158
SQ09_14,Wet,Sourroque,SQ,Sourroque,SQ09,3.268,57.895,18,2.049,5.447,4.406,927,0.236,23.743,33.158
SQ01_08,Normal,Sourroque,SQ,Sourroque,SQ01,3.617,64.945,24,1.63,5.903,4.405,927,0.236,23.743,33.158
SQ04_13,Wet,Sourroque,SQ,Sourroque,SQ04,2.639,60.077,16,3.909,4.087,4.404,927,0.236,23.743,33.158
TP10_10,Normal,Sourroque,TP,Toupi,TP10,3.791,51.965,20,1.685,4.318,4.4,1184,0.985,8.623,119.055
ML12_06,Normal,Montoulieu,ML,Montoulieu,ML12,3.4,62.439,18,1.372,5.015,4.387,466,0.126,21.386,82.073
AT17_01,Dry,Sourroque,AT,Ates,AT17,2.651,50.591,16,0.511,1.37,4.38,750,0.422,13.803,6.34
SX14_06,Normal,Montoulieu,SX,Seignaux,SX14,3.284,69.162,20,1.328,3.198,4.378,840,0.729,23.294,134.076
TC03_07,Normal,Montoulieu,TC,Tournac,TC03,2.839,49.28,21,2.105,3.432,4.371,1021,0.535,25.54,80.538
F01_09,Normal,Grave,F,Freaux,F01,3.079,57.968,14,2.258,3.661,4.37,1409,0.194,29.362,9.545
TC06_13,Wet,Montoulieu,TC,Tournac,TC06,3.477,53.773,24,0.481,3.892,4.368,1021,0.535,25.54,80.538
TP09_09,Normal,Sourroque,TP,Toupi,TP09,3.764,63.349,36,3.431,4.35,4.368,1184,0.985,8.623,119.055
ML12_12,Wet,Montoulieu,ML,Montoulieu,ML12,2.983,70.665,14,0,4.812,4.364,466,0.126,21.386,82.073
AT05_02,Dry,Sourroque,AT,Ates,AT05,2.552,46.074,21,0,2.066,4.356,750,0.422,13.803,6.34
SX14_11,Wet,Montoulieu,SX,Seignaux,SX14,3.685,67.241,23,0.764,8.273,4.352,840,0.729,23.294,134.076
SX02_07,Normal,Montoulieu,SX,Seignaux,SX02,3.271,62.97,23,2.207,3.448,4.35,840,0.729,23.294,134.076
AT13_15,Wet,Sourroque,AT,Ates,AT13,1.855,52.711,22,3.159,2.306,4.337,750,0.422,13.803,6.34
AT01_03,Dry,Sourroque,AT,Ates,AT01,3.569,48.544,18,1.205,2.08,4.327,750,0.422,13.803,6.34
AT12_12,Wet,Sourroque,AT,Ates,AT12,3.691,50.165,28,1.119,5.548,4.326,750,0.422,13.803,6.34
LC01_12,Wet,Sourroque,LC,Lacourt,LC01,3.56,59.897,31,3.725,6.71,4.322,489,0.211,6.063,146.31
SQ08_11,Wet,Sourroque,SQ,Sourroque,SQ08,2.879,49.286,15,2.917,4.167,4.32,927,0.236,23.743,33.158
TP07_01,Dry,Sourroque,TP,Toupi,TP07,4.267,50.123,18,1.989,1.623,4.313,1184,0.985,8.623,119.055
G07_05,Dry,Grave,G,Grave,G07,3.53,41.908,23,1.57,1.392,4.31,1471,0.075,8.946,3.576
F01_07,Normal,Grave,F,Freaux,F01,3.506,63.607,22,1.572,3.481,4.309,1409,0.194,29.362,9.545
AT11_10,Normal,Sourroque,AT,Ates,AT11,2.755,36.948,26,2.567,3.018,4.307,750,0.422,13.803,6.34
G04_08,Normal,Grave,G,Grave,G04,2.691,52.791,20,0.636,2.555,4.305,1471,0.075,8.946,3.576
TP15_07,Normal,Sourroque,TP,Toupi,TP15,3.073,66.054,22,2.034,4.648,4.303,1184,0.985,8.623,119.055
ML08_14,Wet,Montoulieu,ML,Montoulieu,ML08,3.466,65.65,22,1.477,6.058,4.292,466,0.126,21.386,82.073
SX14_10,Normal,Montoulieu,SX,Seignaux,SX14,3.781,65.924,21,2.246,4.195,4.291,840,0.729,23.294,134.076
TC11_12,Wet,Montoulieu,TC,Tournac,TC11,3.617,59.6,27,1.773,7.938,4.283,1021,0.535,25.54,80.538
SQ09_11,Wet,Sourroque,SQ,Sourroque,SQ09,3.453,49.003,18,2.163,7.005,4.283,927,0.236,23.743,33.158
SQ09_13,Wet,Sourroque,SQ,Sourroque,SQ09,3.605,59.312,18,0.779,7.249,4.276,927,0.236,23.743,33.158
G07_09,Normal,Grave,G,Grave,G07,3.056,56.34,24,0,4.445,4.274,1471,0.075,8.946,3.576
PN10_14,Wet,Axat,PN,Paounias,PN10,2.882,43.2,21,1.783,5.381,4.274,909,0.186,16.179,113.962
SX02_13,Wet,Montoulieu,SX,Seignaux,SX02,3.638,60.143,19,2.055,7.498,4.268,840,0.729,23.294,134.076
AT16_03,Dry,Sourroque,AT,Ates,AT16,3.793,51.089,23,1.066,2.109,4.267,750,0.422,13.803,6.34
TC06_10,Normal,Montoulieu,TC,Tournac,TC06,3.122,58.145,21,2.106,3.984,4.267,1021,0.535,25.54,80.538
LC09_08,Normal,Sourroque,LC,Lacourt,LC09,3.256,70.816,19,3.063,4.454,4.266,489,0.211,6.063,146.31
G08_15,Wet,Grave,G,Grave,G08,3.242,50.985,19,2.597,7.506,4.263,1471,0.075,8.946,3.576
AT13_06,Normal,Sourroque,AT,Ates,AT13,3.371,55.204,22,1.55,3.519,4.263,750,0.422,13.803,6.34
TP06_10,Normal,Sourroque,TP,Toupi,TP06,3.411,51.955,20,1.017,4.695,4.26,1184,0.985,8.623,119.055
AT12_14,Wet,Sourroque,AT,Ates,AT12,3.236,53.601,19,1.737,6.116,4.251,750,0.422,13.803,6.34
AT04_01,Dry,Sourroque,AT,Ates,AT04,3.217,56.209,19,1.931,2.353,4.25,750,0.422,13.803,6.34
SQ03_03,Dry,Sourroque,SQ,Sourroque,SQ03,4.014,57.156,17,1.6,1.649,4.245,927,0.236,23.743,33.158
TP11_02,Dry,Sourroque,TP,Toupi,TP11,2.588,49.048,31,1.781,1.414,4.243,1184,0.985,8.623,119.055
PN14_06,Normal,Axat,PN,Paounias,PN14,3.654,70.25,26,2.499,4.718,4.239,909,0.186,16.179,113.962
AT01_04,Dry,Sourroque,AT,Ates,AT01,3.609,45.592,23,1.833,2.361,4.235,750,0.422,13.803,6.34
F09_15,Wet,Grave,F,Freaux,F09,4.029,54.802,21,3.212,7.084,4.235,1409,0.194,29.362,9.545
LC10_07,Normal,Sourroque,LC,Lacourt,LC10,2.789,61.996,26,2.965,4.016,4.233,489,0.211,6.063,146.31
G08_11,Wet,Grave,G,Grave,G08,3.552,56.43,22,2.195,8.512,4.229,1471,0.075,8.946,3.576
ML04_07,Normal,Montoulieu,ML,Montoulieu,ML04,3.277,68.268,25,1.636,4.256,4.229,466,0.126,21.386,82.073
F09_04,Dry,Grave,F,Freaux,F09,2.052,37.63,21,1.129,1.184,4.223,1409,0.194,29.362,9.545
AT07_13,Wet,Sourroque,AT,Ates,AT07,4.217,56.251,25,2.387,10.187,4.221,750,0.422,13.803,6.34
TP04_06,Normal,Sourroque,TP,Toupi,TP04,3.645,53.899,18,1.696,4.74,4.219,1184,0.985,8.623,119.055
SQ07_08,Normal,Sourroque,SQ,Sourroque,SQ07,3.112,50.702,26,2.109,4.505,4.218,927,0.236,23.743,33.158
G08_05,Dry,Grave,G,Grave,G08,3.555,49.717,24,1.291,2.373,4.214,1471,0.075,8.946,3.576
SQ03_11,Wet,Sourroque,SQ,Sourroque,SQ03,2.706,54.575,15,2.24,5.463,4.21,927,0.236,23.743,33.158
SQ16_13,Wet,Sourroque,SQ,Sourroque,SQ16,2.418,48.552,27,3.243,4.754,4.207,927,0.236,23.743,33.158
AT10_05,Dry,Sourroque,AT,Ates,AT10,2.166,49.708,18,1.901,1.193,4.191,750,0.422,13.803,6.34
SQ15_14,Wet,Sourroque,SQ,Sourroque,SQ15,3.474,50.329,25,4.145,6.684,4.189,927,0.236,23.743,33.158
TP07_02,Dry,Sourroque,TP,Toupi,TP07,3.705,47.195,19,0.811,2.388,4.188,1184,0.985,8.623,119.055
F01_14,Wet,Grave,F,Freaux,F01,2.64,58.66,24,2.222,5.022,4.182,1409,0.194,29.362,9.545
TP01_14,Wet,Sourroque,TP,Toupi,TP01,3.464,54.278,30,2.096,5.752,4.172,1184,0.985,8.623,119.055
TP14_09,Normal,Sourroque,TP,Toupi,TP14,2.64,62.148,25,0.241,3.836,4.171,1184,0.985,8.623,119.055
SQ09_07,Normal,Sourroque,SQ,Sourroque,SQ09,3.794,60.133,26,1.389,5.276,4.17,927,0.236,23.743,33.158
F10_15,Wet,Grave,F,Freaux,F10,3.21,60.106,18,4.401,6.236,4.169,1409,0.194,29.362,9.545
TP07_03,Dry,Sourroque,TP,Toupi,TP07,3.187,42.502,33,2.02,1.68,4.167,1184,0.985,8.623,119.055
F06_04,Dry,Grave,F,Freaux,F06,3.23,66.567,19,1.186,1.68,4.167,1409,0.194,29.362,9.545
SQ09_12,Wet,Sourroque,SQ,Sourroque,SQ09,3.369,58.57,17,2.605,8.647,4.163,927,0.236,23.743,33.158
G04_02,Dry,Grave,G,Grave,G04,3.651,44.188,12,0.298,1.925,4.156,1471,0.075,8.946,3.576
LC12_06,Normal,Sourroque,LC,Lacourt,LC12,3.705,72.224,22,2.135,5.295,4.155,489,0.211,6.063,146.31
ML14_12,Wet,Montoulieu,ML,Montoulieu,ML14,4.296,62.33,25,1.693,6.987,4.151,466,0.126,21.386,82.073
ML11_14,Wet,Montoulieu,ML,Montoulieu,ML11,3.81,62.91,15,1.548,5.072,4.14,466,0.126,21.386,82.073
TP11_06,Normal,Sourroque,TP,Toupi,TP11,2.901,71.301,21,2.405,4.106,4.14,1184,0.985,8.623,119.055
ML04_03,Dry,Montoulieu,ML,Montoulieu,ML04,3.206,58.528,19,1.831,2.174,4.14,466,0.126,21.386,82.073
F08_09,Normal,Grave,F,Freaux,F08,3.176,60.523,22,1.595,3.625,4.138,1409,0.194,29.362,9.545
AT13_08,Normal,Sourroque,AT,Ates,AT13,3.039,55.362,27,1.951,4.11,4.136,750,0.422,13.803,6.34
TP06_07,Normal,Sourroque,TP,Toupi,TP06,3.455,60.304,36,1.315,3.635,4.127,1184,0.985,8.623,119.055
BV01_09,Normal,Montoulieu,BV,Belveze,BV01,3.417,67.74,25,2.199,5.093,4.123,1261,0.825,13.681,138.27
LC05_12,Wet,Sourroque,LC,Lacourt,LC05,3.53,55.758,22,0.591,10.194,4.12,489,0.211,6.063,146.31
TC02_08,Normal,Montoulieu,TC,Tournac,TC02,3.661,63.398,27,3.236,5.101,4.117,1021,0.535,25.54,80.538
SQ08_01,Dry,Sourroque,SQ,Sourroque,SQ08,3.866,45.421,22,2.979,2.188,4.113,927,0.236,23.743,33.158
SQ07_14,Wet,Sourroque,SQ,Sourroque,SQ07,3.021,54.22,20,2.477,4.377,4.112,927,0.236,23.743,33.158
G08_09,Normal,Grave,G,Grave,G08,3.274,52.746,19,1.778,3.65,4.11,1471,0.075,8.946,3.576
ML05_13,Wet,Montoulieu,ML,Montoulieu,ML05,2.502,67.453,26,2.283,6.335,4.104,466,0.126,21.386,82.073
G05_13,Wet,Grave,G,Grave,G05,2.644,44.845,16,0.991,6.335,4.104,1471,0.075,8.946,3.576
AT04_02,Dry,Sourroque,AT,Ates,AT04,3.321,51.198,30,1.863,2.437,4.103,750,0.422,13.803,6.34
SQ08_09,Normal,Sourroque,SQ,Sourroque,SQ08,3.794,58.08,37,2.291,4.143,4.103,927,0.236,23.743,33.158
LC09_13,Wet,Sourroque,LC,Lacourt,LC09,3.729,66.546,20,3.196,7.073,4.1,489,0.211,6.063,146.31
ML02_06,Normal,Montoulieu,ML,Montoulieu,ML02,2.266,76.831,18,1.912,0.978,4.09,466,0.126,21.386,82.073
TC05_11,Wet,Montoulieu,TC,Tournac,TC05,3.961,53.706,22,3.866,7.346,4.084,1021,0.535,25.54,80.538
AT08_14,Wet,Sourroque,AT,Ates,AT08,3.726,51.514,21,1.841,7.602,4.078,750,0.422,13.803,6.34
SQ09_15,Wet,Sourroque,SQ,Sourroque,SQ09,3.438,56.389,22,1.583,6.135,4.075,927,0.236,23.743,33.158
F01_15,Wet,Grave,F,Freaux,F01,3.297,64.013,21,1.801,7.364,4.074,1409,0.194,29.362,9.545
SQ11_04,Dry,Sourroque,SQ,Sourroque,SQ11,3.1,43.985,26,0.437,1.475,4.068,927,0.236,23.743,33.158
F01_03,Dry,Grave,F,Freaux,F01,3.316,54.024,17,2.46,1.477,4.062,1409,0.194,29.362,9.545
ML02_07,Normal,Montoulieu,ML,Montoulieu,ML02,4.292,33.878,31,1.381,7.889,4.056,466,0.126,21.386,82.073
F02_06,Normal,Grave,F,Freaux,F02,2.577,43.281,22,1.3,3.206,4.055,1409,0.194,29.362,9.545
G10_09,Normal,Grave,G,Grave,G10,3.395,54.862,19,1.709,3.947,4.054,1471,0.075,8.946,3.576
AT07_01,Dry,Sourroque,AT,Ates,AT07,4.621,46.957,19,0.726,3.455,4.052,750,0.422,13.803,6.34
LC05_11,Wet,Sourroque,LC,Lacourt,LC05,2.738,66.798,19,1.473,7.653,4.051,489,0.211,6.063,146.31
TP11_09,Normal,Sourroque,TP,Toupi,TP11,2.442,66.235,24,1.332,2.963,4.05,1184,0.985,8.623,119.055
TP05_08,Normal,Sourroque,TP,Toupi,TP05,2.826,69.343,20,3.194,2.965,4.047,1184,0.985,8.623,119.055
G03_12,Wet,Grave,G,Grave,G03,2.421,53.021,18,2.367,4.205,4.043,1471,0.075,8.946,3.576
TC06_12,Wet,Montoulieu,TC,Tournac,TC06,2.604,52.005,21,0.66,5.203,4.036,1021,0.535,25.54,80.538
G05_10,Normal,Grave,G,Grave,G05,3.013,50.387,25,0,4.466,4.03,1471,0.075,8.946,3.576
TP06_11,Wet,Sourroque,TP,Toupi,TP06,2.681,56.51,21,2.269,5.713,4.026,1184,0.985,8.623,119.055
TP09_10,Normal,Sourroque,TP,Toupi,TP09,3.663,64.952,34,1.95,4.474,4.023,1184,0.985,8.623,119.055
F02_05,Dry,Grave,F,Freaux,F02,3.087,37.256,20,0,1.741,4.021,1409,0.194,29.362,9.545
G08_12,Wet,Grave,G,Grave,G08,3.766,54.448,20,1.056,8.457,4.02,1471,0.075,8.946,3.576
SQ10_11,Wet,Sourroque,SQ,Sourroque,SQ10,3.136,58.894,24,3.695,4.479,4.019,927,0.236,23.743,33.158
G04_13,Wet,Grave,G,Grave,G04,3.829,49.327,27,1.954,6.974,4.015,1471,0.075,8.946,3.576
G03_09,Normal,Grave,G,Grave,G03,3.149,53.546,25,1.323,2.99,4.013,1471,0.075,8.946,3.576
TP02_05,Dry,Sourroque,TP,Toupi,TP02,3.12,52.203,24,3.271,1.745,4.011,1184,0.985,8.623,119.055
ML04_04,Dry,Montoulieu,ML,Montoulieu,ML04,3.067,55.75,22,0.88,1.496,4.011,466,0.126,21.386,82.073
AT17_15,Wet,Sourroque,AT,Ates,AT17,3.549,58.526,19,2.376,6.235,4.01,750,0.422,13.803,6.34
G06_14,Wet,Grave,G,Grave,G06,2.624,67.486,24,1.709,4.49,4.009,1471,0.075,8.946,3.576
AT09_06,Normal,Sourroque,AT,Ates,AT09,3.055,58.949,26,1.865,3.244,4.007,750,0.422,13.803,6.34
LC01_10,Normal,Sourroque,LC,Lacourt,LC01,3.504,59.264,19,2.184,4.243,4.007,489,0.211,6.063,146.31
BV04_04,Dry,Montoulieu,BV,Belveze,BV04,3.736,56.893,29,0.549,1.251,3.997,1261,0.825,13.681,138.27
F09_14,Wet,Grave,F,Freaux,F09,4.024,52.556,0,2.62,7.008,3.995,1409,0.194,29.362,9.545
F05_06,Normal,Grave,F,Freaux,F05,2.693,65.477,21,1.508,2.504,3.994,1409,0.194,29.362,9.545
TP13_04,Dry,Sourroque,TP,Toupi,TP13,3.107,40.979,20,0.604,1.761,3.975,1184,0.985,8.623,119.055
AT10_10,Normal,Sourroque,AT,Ates,AT10,2.927,58.885,25,2.58,2.768,3.974,750,0.422,13.803,6.34
PN10_09,Normal,Axat,PN,Paounias,PN10,3.119,50.564,20,1.223,3.778,3.97,909,0.186,16.179,113.962
ML03_06,Normal,Montoulieu,ML,Montoulieu,ML03,2.729,60.969,19,1.037,4.535,3.969,466,0.126,21.386,82.073
PN07_07,Normal,Axat,PN,Paounias,PN07,3.228,57.89,24,1.575,4.79,3.967,909,0.186,16.179,113.962
G02_15,Wet,Grave,G,Grave,G02,3.615,50.953,29,1.431,7.061,3.965,1471,0.075,8.946,3.576
