Year,Season,Month,Name,AcresBurned,Counties,CrewsInvolved,Dozers,Engines
2018,Fall,Nov,Woolsey Fire,96949,Los Angeles,NA,NA,NA
2018,Summer,Jul,Ferguson Fire,96901,Mariposa,NA,NA,NA
2018,Summer,Jun,County Fire,90288,Napa,NA,NA,NA
2018,Fall,Sep,Delta Fire,63311,Shasta,NA,NA,NA
2018,Summer,Jul,River Fire (Mendocino Complex),48920,Colusa,58,76,256
2018,Summer,Aug,Hirz Fire,46150,Shasta,NA,NA,NA
2018,Summer,Aug,Stone Fire,39387,Modoc,NA,NA,NA
2018,Summer,Jul,Klamathon Fire,38008,Siskiyou,6,4,12
2018,Summer,Aug,Donnell Fire,36450,Tuolumne,NA,NA,NA
2018,Summer,Aug,Holy Fire,23136,Orange,NA,NA,NA
2018,Summer,Jul,Whaleback Fire,18703,Lassen,NA,NA,NA
2018,Summer,Jun,Pawnee Fire,15185,Lake,NA,NA,NA
2018,Summer,Jul,Cranston Fire,13139,Riverside,NA,NA,NA
2018,Summer,Jun,Waverly Fire,12300,San Joaquin,NA,NA,NA
2018,Fall,Sep,Boot Fire,6974,Mono,NA,NA,NA
2018,Summer,Jun,Planada Fire,4564,Merced,NA,NA,NA
2018,Fall,Nov,Hill Fire,4531,Ventura,NA,NA,NA
2018,Fall,Oct,Branscombe Fire,4500,Solano,NA,NA,NA
2018,Summer,Jun,Lions Fire,4064,Madera,NA,NA,NA
2018,Fall,Oct,Sun Fire,3889,Tehama,NA,NA,NA
2018,Summer,Jun,Lane Fire,3716,Tehama,NA,NA,NA
2018,Summer,Aug,Mill Creek 1 Fire,3674,Humboldt,NA,NA,NA
2018,Fall,Sep,Charlie Fire,3380,Los Angeles,NA,NA,NA
2018,Summer,Aug,Five Fire,2995,Kings,NA,NA,NA
2018,Summer,Jun,Apple Fire,2956,Tehama,NA,NA,NA
2018,Summer,Aug,Tarina Fire,2950,Kern,NA,NA,NA
2018,Summer,Jul,Georges Fire,2883,Inyo,20,3,22
2018,Fall,Sep,Snell Fire,2490,Napa,NA,NA,NA
2018,Summer,Jun,Chrome Fire,2290,Glenn,NA,NA,NA
2018,Summer,Aug,Turkey Fire,2225,Monterey,NA,NA,NA
2018,Summer,Aug,Nelson Fire,2162,Solano,4,2,11
2018,Summer,Jul,Eagle Fire,2100,Modoc,NA,NA,NA
2018,Winter,Feb,Pleasant Fire,2070,Inyo,NA,NA,NA
2018,Summer,Aug,Hat Fire,1900,Shasta,NA,NA,NA
2018,Spring,May,Nees Fire,1756,Merced,NA,NA,NA
2018,Fall,Sep,Kerlin Fire,1751,Trinity,NA,NA,NA
2018,Summer,Jun,Creek Fire,1678,Shasta,NA,NA,NA
2018,Fall,Nov,Nurse Fire,1500,Solano,NA,NA,NA
2018,Summer,Jun,Yankee Fire,1500,San Luis Obispo,NA,NA,NA
2018,Summer,Jun,Stone Fire,1352,Los Angeles,NA,NA,NA
2018,Summer,Jul,Valley Fire,1350,San Bernardino,NA,NA,NA
2018,Summer,Jun,Airline Fire,1314,San Benito,NA,NA,NA
2018,Spring,Apr,Moffat Fire,1265,Inyo,12,1,17
2018,Spring,May,Patterson Fire,1261,Riverside,NA,NA,NA
2018,Summer,Jul,Butte Fire,1200,Sutter,NA,NA,NA
2018,Fall,Sep,North Fire,1120,Placer,NA,NA,NA
2018,Summer,Aug,Front Fire,1014,Santa Barbara,NA,NA,NA
2018,Summer,Jul,Breckenridge Fire,993,Kern,NA,NA,NA
2018,Summer,Jul,Eel Fire,972,Mendocino,NA,NA,NA
2018,Summer,Jul,Stoney Fire,962,Butte,NA,NA,NA
2018,Summer,Jul,Dale Fire,856,Tehama,NA,NA,NA
2018,Summer,Jul,Irish Fire,825,Amador,4,2,15
2018,Summer,Jul,Eighty Eight Fire,822,Yolo,NA,NA,NA
2018,Summer,Aug,Sunset Fire,700,Placer,NA,NA,NA
2018,Summer,Aug,River Fire,668,Tulare,NA,NA,NA
2018,Summer,Aug,Gulch Fire,650,Monterey,NA,NA,NA
2018,Summer,Jun,Tumbleweed Fire,646,Lassen,NA,NA,NA
2018,Summer,Jul,Grant Fire,640,Alameda,NA,NA,NA
2018,Fall,Sep,Tulloch Fire,573,Tuolumne,NA,NA,NA
2018,Fall,Oct,June Fire,550,Butte,NA,NA,NA
2018,Summer,Jun,Eastern Fire,513,San Benito,NA,NA,NA
2018,Summer,Jul,West Fire,504,San Diego,NA,NA,NA
2018,Spring,May,Grant Fire,484,Alameda,NA,NA,NA
2018,Summer,Jun,Hyatt Fire,441,Lassen,NA,NA,NA
2018,Fall,Sep,Metz Fire,400,Monterey,NA,NA,NA
2018,Summer,Jun,San Ardo,375,Monterey,NA,NA,NA
2018,Summer,Aug,Call Fire,367,Kern,NA,NA,NA
2018,Summer,Jul,Pasqual Fire,365,San Diego,NA,NA,NA
2018,Fall,Sep,Oak Fire,360,Madera,NA,NA,NA
2018,Summer,Jun,Shippee Fire,347,Butte,NA,NA,NA
2018,Summer,Jul,Owens Fire,338,Inyo,NA,NA,NA
2018,Summer,Jun,Bascom Fire,328,Shasta,NA,NA,NA
2018,Summer,Jul,Country Fire,320,Santa Clara,1,NA,5
2018,Summer,Jul,Shingle Fire,316,El Dorado,NA,NA,NA
2018,Summer,Jun,Flat Fire,300,Trinity,NA,NA,NA
2018,Summer,Jun,ONeals Fire,300,Madera,NA,NA,NA
2018,Spring,May,Alpha Fire,300,San Diego,NA,NA,NA
2018,Spring,May,Twisselman Fire,293,Kern,NA,NA,NA
2018,Summer,Aug,South Fire,290,Calaveras,NA,NA,NA
2018,Summer,Aug,Eastman Fire,289,Madera,NA,NA,NA
2018,Summer,Jul,Skyline Fire,282,Riverside,NA,NA,NA
2018,Summer,Jul,Panoche Fire,278,San Benito,NA,NA,NA
2018,Summer,Jun,Valley Fire,268,Contra Costa,NA,NA,NA
2018,Summer,Jun,Stoll Fire,268,Tehama,NA,NA,NA
2018,Summer,Jun,Recycle Fire,265,San Diego,NA,NA,NA
2018,Fall,Sep,Wilson Fire,261,Tehama,NA,NA,NA
2018,Summer,Jun,Fox Fire,260,San Luis Obispo,NA,NA,NA
2018,Spring,Mar,Santa Cruz Fire,258,Santa Barbara,NA,NA,NA
2018,Summer,Aug,Rangeland Fire,250,San Diego,NA,NA,NA
2018,Summer,Jul,Marsh Fire,247,Contra Costa,NA,NA,NA
2018,Summer,Jul,Steamboat Fire,224,Siskiyou,NA,NA,NA
2018,Summer,Jul,Petersburg Fire,215,Siskiyou,NA,NA,NA
2018,Summer,Jun,Beaver Fire,215,San Benito,NA,NA,NA
2018,Summer,Jul,Rock Fire,207,San Diego,NA,NA,NA
2018,Summer,Jul,Ribbon Fire,205,Riverside,NA,NA,NA
2018,Fall,Sep,Water Fire,200,Kern,NA,NA,NA
2018,Summer,Jun,Bear Fire,200,Merced,NA,NA,NA
2018,Summer,Jul,Par Fire,191,Butte,NA,NA,NA
2018,Fall,Nov,Peak Fire,186,Ventura,NA,NA,NA
2018,Summer,Jun,Dinosaur Fire,185,Merced,NA,NA,NA
2018,Summer,Jun,South Fire,175,Los Angeles,NA,NA,NA
2018,Summer,Jun,Aliso Fire,175,Orange,NA,NA,NA
2018,Fall,Sep,Ogilvy Fire,172,Santa Barbara,NA,NA,NA
2018,Summer,Jun,Sierra Fire,170,Tehama,NA,NA,NA
2018,Fall,Oct,Priest Fire,167,Monterey,NA,NA,NA
2018,Summer,Jul,Roxie Fire (Formerly 1-1 Fire),167,Lassen,NA,NA,NA
2018,Fall,Sep,Fork Fire,166,Los Angeles,NA,NA,NA
2018,Summer,Jun,Flat Fire,163,Tuolumne,NA,NA,NA
2018,Fall,Oct,Winters Fire,160,Solano,NA,NA,NA
2018,Summer,Aug,Gorge Fire,155,Shasta,NA,NA,NA
2018,Summer,Jun,Santiago Fire,155,Orange,NA,NA,NA
2018,Summer,Jun,Euclid Fire,154,Riverside,NA,NA,NA
2018,Fall,Sep,Irving Fire,152,Marin,NA,NA,NA
2018,Fall,Nov,Briggs Fire,150,Ventura,NA,NA,NA
2018,Fall,Oct,Nacimiento Fire,150,Monterey,NA,NA,NA
2018,Fall,Sep,Sliger Fire,150,El Dorado,12,1,30
2018,Fall,Nov,Sierra Fire,147,San Bernardino,NA,NA,NA
2018,Summer,Aug,Parrots Fire,136,Calaveras,NA,NA,NA
2018,Summer,Jul,Steele Fire,135,Napa,NA,NA,NA
2018,Summer,Jul,Pico Fire,128,Los Angeles,NA,NA,NA
2018,Summer,Jun,Open Fire,127,Glenn,NA,NA,NA
2018,Spring,May,Shastina Fire,127,Siskiyou,NA,NA,NA
2018,Summer,Aug,Sterling,125,San Bernardino,NA,NA,NA
2018,Fall,Oct,Market Fire,120,Tulare,NA,NA,NA
2018,Summer,Aug,Murphy Fire,117,Plumas,NA,NA,NA
2018,Summer,Jul,Idria Fire,116,San Benito,NA,NA,NA
2018,Summer,Jul,Bridle Fire,116,Santa Clara,NA,NA,NA
2018,Summer,Jun,Wheeler Fire,115,Mariposa,NA,NA,NA
2018,Summer,Aug,Pine Fire,114,Kern,NA,NA,NA
2018,Summer,Jul,Holiday Fire,113,Santa Barbara,NA,NA,NA
2018,Summer,Jul,Windmill Fire,110,Santa Barbara,NA,NA,NA
2018,Spring,May,Cobble Fire,108,Fresno,NA,NA,NA
2018,Summer,Aug,Western Fire,106,Mendocino,NA,NA,NA
2018,Summer,Aug,Cache Fire,103,Lake,NA,NA,NA
2018,Spring,May,Jelly Fire,103,Tehama,NA,NA,NA
2018,Summer,Aug,Cloverdale Fire,100,San Diego,NA,NA,NA
2018,Summer,Jul,Balch Fire,100,Tulare,NA,NA,NA
2018,Summer,Jul,Box Fire,100,San Bernardino,NA,NA,NA
2018,Spring,May,Water Fire,100,San Luis Obispo,NA,NA,NA
2018,Summer,Jun,Sam Fire,96,Monterey,NA,NA,NA
2018,Summer,Jun,Sheep Fire,95,Kern,NA,NA,NA
2018,Summer,Jul,Peach Fire,90,Mendocino,NA,NA,NA
2018,Summer,Jul,3-16 Fire,89,Lassen,NA,NA,NA
2018,Fall,Nov,Horn Fire,88,Lassen,NA,NA,NA
2018,Summer,Aug,Redinger Fire,88,Madera,NA,NA,NA
2018,Spring,May,Plaza Fire,88,Merced,NA,NA,NA
2018,Fall,Sep,Shandon Fire,80,San Luis Obispo,NA,NA,NA
2018,Summer,Jul,Spring 2 Fire,80,Lake,NA,NA,NA
2018,Summer,Jun,Horse Fire,80,Calaveras,NA,NA,NA
2018,Summer,Jul,Cruces Fire,77,Santa Barbara,NA,NA,NA
2018,Fall,Sep,Silver Fire,76,Shasta,NA,NA,NA
2018,Summer,Jun,Anchor Fire,76,Fresno,NA,NA,NA
2018,Summer,Jul,Stony Fire,75,Colusa,NA,NA,NA
2018,Spring,May,Chrome Fire,75,Glenn,NA,NA,NA
2018,Spring,Apr,Main Fire,73,Riverside,NA,NA,NA
2018,Summer,Jul,Curie Fire,70,Santa Clara,NA,NA,NA
2018,Summer,Jun,Tesla Fire,70,Santa Clara,NA,NA,NA
2018,Summer,Jun,Spring Fire,70,Tehama,NA,NA,NA
2018,Spring,May,Tornado Fire,70,Riverside,NA,NA,NA
2018,Summer,Jun,Romero Fire,68,Merced,NA,NA,NA
2018,Summer,Aug,Bumper Fire,67,El Dorado,NA,NA,1
2018,Summer,Jul,Heart Fire,67,Mendocino,NA,NA,NA
2018,Summer,Aug,Omega Fire,66,El Dorado,NA,NA,1
2018,Summer,Jun,Panoche Fire,64,San Benito,NA,NA,NA
2018,Fall,Oct,Park Fire,63,Santa Clara,NA,NA,NA
2018,Summer,Jul,Highland Fire,63,Shasta,4,NA,7
2018,Summer,Jul,Benton Fire,63,Riverside,NA,NA,NA
2018,Summer,Jun,Cherry Fire,63,Siskiyou,NA,NA,NA
2018,Spring,May,Stuhr Fire,63,Stanislaus,NA,NA,NA
2018,Summer,Jul,Lebec Fire,62,Kern,NA,NA,NA
2018,Summer,Jun,Canyon Fire,62,Los Angeles,NA,NA,NA
2018,Summer,Jun,Liberty Fire,62,San Joaquin,NA,NA,NA
2018,Fall,Nov,Adams Fire,60,Tehama,NA,NA,NA
2018,Summer,Aug,Grade Fire,60,Lake,NA,NA,NA
2018,Summer,Jun,Raymond Fire,60,Madera,NA,NA,NA
2018,Summer,Jun,Creston FIre,60,San Luis Obispo,NA,NA,NA
2018,Summer,Jun,Vista Fire,60,San Luis Obispo,NA,NA,NA
2018,Spring,May,Happy Fire,60,Santa Barbara,NA,NA,NA
2018,Spring,May,Agua Fire,59,San Diego,NA,NA,NA
2018,Fall,Oct,Camino Fire,58,San Luis Obispo,NA,NA,NA
2018,Summer,Jul,3-10 Fire,56,Lassen,NA,NA,NA
2018,Summer,Jul,Bruce Fire,56,Contra Costa,NA,NA,NA
2018,Spring,May,Experimental Fire,56,Madera,NA,NA,NA
2018,Fall,Sep,Keenbrook Fire,53,San Bernardino,NA,NA,NA
2018,Fall,Sep,Copper Fire,53,Lassen,NA,NA,NA
2018,Summer,Jun,Boyer Fire,53,Mariposa,NA,NA,NA
2018,Summer,Jul,Kelley Fire,52,Modoc,NA,NA,NA
2018,Fall,Sep,Reservoir Fire,51,San Luis Obispo,NA,NA,NA
2018,Summer,Jul,Crestline Fire,51,Shasta,7,NA,24
2018,Summer,Jul,Hale Fire,51,Santa Clara,NA,NA,NA
2018,Summer,Jul,Carder Fire,50,Lake,NA,NA,NA
2018,Summer,Jul,Tuscan Fire,50,Tehama,NA,NA,NA
2018,Winter,Feb,Haycamp Fire,50,Monterey,NA,NA,NA
2018,Summer,Aug,Castro Fire,48,Alameda,NA,NA,NA
2018,Summer,Jul,Buckingham Fire,45,Contra Costa,NA,NA,NA
2018,Winter,Dec,Bridge Fire,45,Marin,NA,NA,NA
2018,Summer,Jul,Simmons Fire,43,Butte,9,2,12
2018,Summer,Jul,Martinez Fire,40,Riverside,NA,NA,NA
2018,Summer,Jul,Ben Fire,40,Mariposa,NA,NA,NA
2018,Summer,Jun,Iron Fire,40,Contra Costa,NA,NA,NA
2018,Summer,Jun,Oregon Fire,40,Butte,NA,NA,NA
2018,Summer,Jul,Hidden Fire,39,San Benito,NA,NA,NA
2018,Fall,Oct,Masonic Fire,38,Shasta,NA,NA,NA
2018,Summer,Jun,Adobe Fire,38,San Diego,NA,NA,NA
2018,Summer,Jul,Mustang Fire,37,San Luis Obispo,NA,NA,NA
2018,Summer,Jun,Martin Fire,37,Siskiyou,NA,NA,NA
2018,Fall,Sep,Ridge Fire,36,Lake,NA,NA,NA
2018,Summer,Aug,Winchester Fire,36,Riverside,NA,NA,NA
2018,Fall,Nov,Brushy Fire,35,Mendocino,NA,NA,NA
2018,Summer,Aug,Terra Fire,35,Riverside,NA,NA,NA
2018,Summer,Jul,Corner Fire,35,Shasta,NA,NA,NA
2018,Summer,Jun,Fairview Fire,35,San Benito,NA,NA,NA
2018,Summer,Aug,Marcel Fire,34,Kern,NA,NA,NA
2018,Summer,Jul,Patterson Fire,34,Alameda,NA,NA,NA
2018,Summer,Jul,Horse Creek Fire,34,Tulare,NA,NA,NA
2018,Fall,Sep,Nimshew Fire,33,Butte,4,2,5
2018,Summer,Jul,Lariat Fire,33,Tehama,NA,NA,NA
2018,Summer,Jun,Creek Fire,33,San Bernardino,NA,NA,NA
2018,Winter,Feb,Wilcox Fire,33,Tulare,NA,NA,NA
2018,Fall,Oct,Eagle Fire,32,Fresno,NA,NA,NA
2018,Summer,Aug,Country Fire,32,Riverside,NA,NA,NA
2018,Summer,Jul,3-18 Fire,32,Lassen,NA,NA,NA
2018,Summer,Jun,Creek Fire,32,Lake,NA,NA,NA
2018,Summer,Jul,Vista Fire,31,Shasta,NA,NA,NA
2018,Fall,Sep,Quimby Fire,30,Santa Clara,NA,NA,NA
2018,Summer,Aug,Alhambra Fire,30,Contra Costa,NA,NA,NA
2018,Summer,Aug,Creek Fire,30,Alameda,NA,NA,NA
2018,Summer,Jul,Sobrante Fire,30,Riverside,NA,NA,NA
2018,Summer,Jul,Rock Fire,30,San Luis Obispo,NA,NA,NA
2018,Summer,Jun,Grant Fire,30,Sacramento,NA,NA,NA
2018,Spring,Apr,Aqueduct Fire,30,Fresno,NA,NA,NA
2018,Summer,Jul,Border Fire,28,San Diego,NA,NA,NA
2018,Spring,May,Ager Fire,27,Siskiyou,NA,NA,NA
2018,Spring,May,White Fire,26,Tulare,NA,NA,NA
2018,Fall,Sep,Soboba Fire,25,Riverside,NA,NA,NA
2018,Summer,Jun,Willow Fire,25,Contra Costa,NA,NA,NA
2018,Spring,May,Vineyard Fire,25,San Luis Obispo,NA,NA,NA
2018,Fall,Sep,Kelsey Fire,24,Lake,NA,NA,NA
2018,Summer,Aug,Land Fire,23,Riverside,NA,NA,NA
2018,Summer,Jun,Glen Fire,23,Contra Costa,NA,NA,NA
2018,Summer,Jun,Plymire Fire,23,Tehama,NA,NA,NA
2018,Summer,Aug,Wagner Fire,22,Mariposa,NA,NA,NA
2018,Spring,Apr,Meadow Fire,21,Riverside,NA,NA,NA
2018,Fall,Nov,Morgan Fire,20,Contra Costa,NA,NA,NA
2018,Fall,Nov,Niles Fire,20,Alameda,NA,NA,NA
2018,Summer,Jul,Church Fire,20,Santa Clara,NA,NA,NA
2018,Summer,Jun,Vallecitos Fire,20,Alameda,NA,NA,NA
2018,Summer,Jun,Bridle Fire,20,Riverside,NA,NA,NA
2018,Summer,Jun,70 Fire,20,Butte,NA,NA,NA
2018,Summer,Jun,Portola Fire,20,Los Angeles,NA,NA,NA
2018,Spring,Apr,French Fire,20,Plumas,NA,NA,NA
2018,Spring,May,Jacques Fire,18,San Diego,NA,NA,NA
2018,Spring,Apr,Lago Fire,18,Riverside,NA,NA,NA
2018,Fall,Nov,Rincon Fire,17,Santa Cruz,NA,NA,NA
2018,Summer,Jun,China Fire,17,Amador,NA,NA,NA
2018,Summer,Jun,Ethanac Fire,17,Riverside,NA,NA,NA
2018,Summer,Aug,Oak Fire,16,Nevada,NA,NA,NA
2018,Summer,Jul,Johnson Fire,16,Humboldt,NA,NA,NA
2018,Spring,May,Keeler Fire,16,Santa Clara,NA,NA,NA
2018,Fall,Oct,Iron Gate Fire,15,Siskiyou,NA,NA,NA
2018,Fall,Sep,Essex Fire,15,Modoc,NA,NA,NA
2018,Spring,May,Woodchuck Fire,15,Riverside,NA,NA,NA
2018,Spring,Apr,Tyler Fire,15,Riverside,2,1,18
2018,Summer,Aug,Casner Fire,14,San Diego,NA,NA,NA
2018,Summer,Jul,Camp Fire,14,San Luis Obispo,NA,NA,NA
2018,Summer,Jul,3-2 Fire,14,Lassen,NA,NA,NA
2018,Summer,Jun,Madison FIre,14,Yolo,NA,NA,NA
2018,Fall,Sep,Ranchera Fire,13,Shasta,NA,NA,NA
2018,Summer,Jul,Cinnamon Fire,13,San Diego,3,NA,10
2018,Summer,Jun,Coldwell Fire,13,Fresno,NA,NA,NA
2018,Fall,Oct,Tower Fire,12,Shasta,NA,NA,NA
2018,Fall,Sep,Meyers Fire,12,El Dorado,NA,NA,NA
2018,Summer,Jul,Gray Fire,12,San Bernardino,NA,NA,NA
2018,Summer,Jul,School Fire,12,Madera,NA,NA,NA
2018,Summer,Jun,Mission Fire,12,Marin,NA,NA,NA
2018,Summer,Jun,Vista Fire,12,San Diego,NA,NA,NA
2018,Summer,Jun,Meamber Fire,12,Siskiyou,NA,NA,NA
2018,Summer,Jun,Resort Fire,12,San Luis Obispo,NA,NA,NA
2018,Spring,May,Bellagio Fire,12,Napa,NA,NA,NA
2018,Spring,May,Grant Fire,12,Alameda,NA,NA,NA
2018,Spring,May,Volcan Fire,12,San Diego,NA,NA,NA
2018,Summer,Jul,Dark Fire,11,Butte,NA,NA,NA
2018,Summer,Jul,Cornerstone Fire,11,Madera,NA,NA,NA
2018,Summer,Jun,Grande Fire,11,Riverside,NA,NA,NA
2018,Spring,Mar,Rock Fire,11,Shasta,NA,NA,NA
2018,Fall,Nov,Bear Fire,10,Santa Cruz,NA,NA,NA
2018,Fall,Nov,Green Hill Fire,10,Humboldt,NA,NA,NA
2018,Fall,Oct,Powellton Fire,10,Butte,NA,NA,NA
2018,Summer,Aug,Keller Fire,10,Riverside,NA,NA,NA
2018,Summer,Aug,Syar Fire,10,Napa,NA,NA,NA
2018,Summer,Jul,Lott Fire,10,Siskiyou,NA,NA,NA
2018,Summer,Jul,Building Fire,10,San Diego,NA,NA,NA
2018,Summer,Jun,Llano Fire,10,Butte,NA,NA,NA
2018,Summer,Jun,Creek Fire,10,San Luis Obispo,NA,NA,NA
2018,Summer,Jun,Ranchita Fire,10,Monterey,NA,NA,NA
2018,Summer,Jun,Pallet Fire,10,Sonoma,NA,NA,NA
2018,Summer,Jun,Green Fire,10,San Diego,NA,NA,NA
2018,Summer,Jun,Black Fire,10,Tehama,NA,NA,NA
2018,Summer,Jun,Jardin Fire,10,Riverside,NA,NA,NA
2018,Spring,May,70th Fire,10,Riverside,NA,NA,NA
2018,Fall,Nov,Honey Flooding,0,Butte,NA,NA,NA
2018,Spring,Apr,Grape Fire,0,Humboldt,NA,NA,NA
2018,Winter,Jan,Montecito Flooding / Mudflows,0,Santa Barbara,NA,NA,NA
2019,Fall,Oct,Easy Fire,1806,Ventura,NA,NA,NA
2019,Summer,Aug,Gaines Fire,1300,Mariposa,NA,NA,NA
2019,Fall,Oct,Sandalwood Fire,1011,Riverside,10,NA,17
2019,Fall,Oct,Rawson Fire,605,Tehama,NA,NA,NA
2019,Fall,Oct,Hill Fire,494,Riverside,5,2,14
2019,Fall,Nov,Foothills Fire,355,Placer,NA,NA,NA
2019,Fall,Oct,Cross Fire,289,Monterey,NA,NA,NA
2019,Summer,Jul,Valley Fire,149,Mariposa,NA,NA,NA
2019,Fall,Oct,Mud Fire,137,Fresno,NA,NA,NA
2019,Summer,Aug,3-2 Willow (Previously H-1 Fire),107,Lassen,NA,NA,NA
2019,Fall,Oct,Wolf Fire,75,Riverside,NA,NA,NA
2019,Fall,Oct,Merrill Fire,40,Contra Costa,NA,NA,NA
2019,Fall,Oct,Miller Fire,37,San Diego,4,2,10
2019,Fall,Oct,Mines Fire,35,Alameda,NA,NA,NA
2019,Summer,Jul,Rains Fire,35,Stanislaus,NA,NA,NA
2019,Summer,Jul,Horse Fire,30,Shasta,NA,NA,NA
2019,Summer,Jul,Whiskey Fire,27,Calaveras,NA,NA,NA
2019,Summer,Aug,La Barisa Fire,26,San Bernardino,NA,NA,NA
2019,Summer,Jul,Vista Fire,25,San Diego,NA,NA,NA
2019,Fall,Sep,Chaparral Fire,22,El Dorado,NA,NA,NA
2019,Summer,Jul,Mid Fire,22,Alameda,NA,NA,NA
2019,Fall,Oct,Nustar Fire,15,Contra Costa,NA,NA,NA
2019,Summer,Aug,Sage Fire,12,Riverside,NA,NA,NA
2019,Fall,Oct,Wilson Fire,10,Mendocino,NA,NA,NA
2019,Fall,Sep,Deer Fire,10,Santa Cruz,NA,NA,NA
2019,Fall,Oct,Kincade Fire,77758,Sonoma,2,0,5
2019,Fall,Sep,Walker Fire,54612,Plumas,NA,NA,NA
2019,Summer,Jul,Tucker Fire,14217,Modoc,NA,NA,NA
2019,Fall,Sep,Taboose Fire,10296,Inyo,8,1,8
2019,Fall,Oct,Maria Fire,9999,Ventura,17,NA,45
2019,Fall,Sep,Red Bank Fire,8838,Tehama,53,27,98
2019,Fall,Oct,Saddle Ridge Fire,8799,Los Angeles,NA,NA,NA
2019,Fall,Sep,Lone Fire,5737,Modoc,NA,NA,NA
2019,Fall,Oct,Briceburg Fire,5563,Mariposa,NA,NA,NA
2019,Fall,Sep,South Fire,5332,Tehama,NA,NA,NA
2019,Fall,Sep,Springs Fire,4840,Mono,NA,NA,NA
2019,Fall,Oct,Tick Fire,4615,Los Angeles,8,NA,69
2019,Fall,Oct,Caples Fire,3435,El Dorado,NA,NA,NA
2019,Summer,Aug,R-1 Fire,3380,Lassen,NA,NA,NA
2019,Fall,Nov,Cave Fire (No Longer a CAL FIRE Incident),3126,Santa Barbara,NA,NA,NA
2019,Summer,Jun,Lonoak Fire,2546,Monterey,NA,NA,NA
2019,Fall,Nov,Ranch Fire,2534,Tehama,2,NA,2
2019,Summer,Jun,Sand Fire,2512,Yolo,NA,NA,NA
2019,Spring,May,Refuge Fire,2500,Kern,NA,NA,NA
2019,Summer,Aug,Long Valley Fire,2438,Lassen,NA,NA,NA
2019,Summer,Jun,Rock Fire,2422,Stanislaus,NA,NA,NA
2019,Fall,Sep,Cow Fire,1975,Inyo,NA,NA,NA
2019,Fall,Sep,Tenaja,1926,Riverside,0,1,1
2019,Fall,Sep,Lime Fire,1872,Siskiyou,NA,NA,NA
2019,Summer,Jun,McMillan Fire,1764,San Luis Obispo,NA,NA,NA
2019,Summer,Aug,Border 8 Fire,1507,Mexico,NA,NA,NA
2019,Summer,Jun,West Butte Fire,1350,Sutter,NA,NA,NA
2019,Summer,Aug,Ward Fire,1301,State of Oregon,NA,NA,NA
2019,Summer,Jul,Jasper Fire,1165,State of Nevada,NA,NA,NA
2019,Summer,Jun,Boulder Fire,1127,San Luis Obispo,NA,NA,NA
2019,Summer,Aug,W1 McDonald Fire,1020,Lassen,NA,NA,NA
2019,Summer,Jul,Gillis Fire,974,San Luis Obispo,NA,NA,NA
2019,Spring,May,Belmont Fire,835,San Luis Obispo,NA,NA,NA
2019,Summer,Aug,Marsh Complex,757,Contra Costa,NA,NA,NA
2019,Summer,Aug,Creek Fire,756,Tulare,9,0,11
2019,Fall,Oct,Getty Fire,745,Los Angeles,NA,NA,NA
2019,Fall,Oct,Burris Fire,703,Mendocino,NA,NA,NA
2019,Fall,Sep,Baseline Fire,604,Placer,NA,NA,NA
2019,Summer,Aug,Mountain Fire,600,Shasta,8,NA,9
2019,Summer,Jun,Stuhr Fire,600,Stanislaus,NA,NA,NA
2019,Fall,Oct,American Fire,526,Napa,6,1,15
2019,Summer,Jun,Jerry Fire,525,Riverside,NA,NA,NA
2019,Fall,Sep,Horseshoe Fire,520,Riverside,8,2,34
2019,Fall,Sep,Swedes Fire,496,Butte,0,2,0
2019,Summer,Aug,Caliente Fire,448,San Diego,NA,NA,NA
2019,Summer,Jul,Mesa Fire,448,Kern,NA,NA,NA
2019,Summer,Aug,Hunter Fire,423,Mariposa,NA,NA,NA
2019,Fall,Oct,Real Fire,420,Santa Barbara,NA,NA,NA
2019,Fall,Sep,Broder Fire,381,Tulare,NA,NA,NA
2019,Fall,Oct,Reche Fire,350,Riverside,NA,NA,NA
2019,Fall,Oct,46 Fire,328,Riverside,NA,NA,NA
2019,Summer,Jul,Lake Fire,316,Monterey,NA,NA,NA
2019,Fall,Sep,Hwy Fire,300,Butte,NA,NA,NA
2019,Summer,Jul,Hollow Fire,283,San Joaquin,NA,NA,NA
2019,Fall,Sep,Rams Horn Fire,280,Trinity,NA,NA,NA
2019,Summer,Jul,Mill Fire,280,Monterey,NA,NA,NA
2019,Fall,Sep,Snail Fire,279,Ventura,NA,NA,NA
2019,Summer,Jul,Snowstorm Fire,263,Lassen,NA,NA,NA
2019,Fall,Sep,R-6 Fire,260,Lassen,NA,NA,NA
2019,Summer,Jun,Citrus Fire,257,Tulare,NA,NA,NA
2019,Fall,Sep,Sycamore Fire,250,Riverside,NA,NA,NA
2019,Fall,Sep,Henthorne Fire,244,Trinity,NA,NA,NA
2019,Summer,Jul,Lake Fire,244,Mariposa,NA,NA,NA
2019,Summer,Aug,Harte Fire,240,Alameda,NA,NA,NA
2019,Fall,Sep,Kidder 2 Fire,227,Siskiyou,NA,NA,NA
2019,Summer,Aug,Moose Fire,225,Mendocino,16,1,16
2019,Fall,Sep,Lopez Fire,220,San Luis Obispo,8,4,20
2019,Summer,Jun,Wolf Fire,214,Riverside,NA,NA,NA
